id,questionusageid,questionid,userid,responsesummary,rightanswer,fraction,timecreated
2299,363,23,902,Yanıt,Doğru,1.0,1709171871
2300,363,24,902,Yanıt,Doğru,1.0,1709171927
2301,363,25,902,Yanıt,Doğru,1.0,1709171974
2302,363,26,902,Yanıt,Doğru,1.0,1709171982
2303,363,27,902,Yanıt,Doğru,1.0,1709171999
2304,363,28,902,,Doğru,0.44,1709171999
2305,363,29,902,,Doğru,0.22,1709172001
2306,363,30,902,Yanıt,Doğru,1.0,1709172002
2307,364,22,914,Yanıt,Doğru,1.0,1709171926
2308,364,28,914,,Doğru,0.14,1709171930
2309,364,29,914,,Doğru,0.04,1709171959
2310,365,24,915,,Doğru,0.22,1709171738
2311,365,30,915,,Doğru,0.21,1709171861
2312,366,21,930,,Doğru,0.5,1709171729
2313,366,22,930,Yanıt,Doğru,1.0,1709171787
2314,366,24,930,Yanıt,Doğru,1.0,1709171886
2315,366,25,930,,Doğru,0.43,1709171976
2316,366,26,930,Yanıt,Doğru,1.0,1709171979
2317,366,28,930,Yanıt,Doğru,1.0,1709171984
2318,366,29,930,,Doğru,0.32,1709171999
2319,367,21,935,,Doğru,0.01,1709171745
2320,367,22,935,,Doğru,0.49,1709171823
2321,367,23,935,,Doğru,0.04,1709171885
2322,367,25,935,,Doğru,0.36,1709171957
2323,367,26,935,Yanıt,Doğru,1.0,1709171999
2324,367,28,935,,Doğru,0.3,1709172001
2325,367,30,935,,Doğru,0.23,1709172004
2326,368,21,942,,Doğru,0.24,1709171720
2327,368,23,942,,Doğru,0.31,1709171751
2328,368,24,942,,Doğru,0.28,1709171840
2329,368,26,942,,Doğru,0.18,1709171898
2330,368,27,942,,Doğru,0.35,1709171927
2331,368,28,942,,Doğru,0.36,1709171985
2332,368,29,942,,Doğru,0.04,1709171990
2333,368,30,942,,Doğru,0.12,1709171999
2334,369,22,949,Yanıt,Doğru,1.0,1709171903
2335,369,26,949,,Doğru,0.04,1709171913
2336,369,27,949,Yanıt,Doğru,1.0,1709171930
2337,369,30,949,,Doğru,0.32,1709171960
2338,370,21,965,Yanıt,Doğru,1.0,1709171933
2339,370,23,965,,Doğru,0.05,1709171966
2340,370,24,965,,Doğru,0.22,1709171969
2341,370,28,965,,Doğru,0.46,1709171981
2342,370,30,965,,Doğru,0.11,1709171991
2343,371,24,976,,Doğru,0.12,1709171865
2344,371,25,976,Yanıt,Doğru,1.0,1709171872
2345,371,26,976,,Doğru,0.32,1709171887
2346,371,28,976,Yanıt,Doğru,1.0,1709171910
2347,371,29,976,Yanıt,Doğru,1.0,1709171922
2348,371,30,976,Yanıt,Doğru,1.0,1709171932
2349,372,21,977,Yanıt,Doğru,1.0,1709171925
2350,372,22,977,,Doğru,0.24,1709171942
2351,372,23,977,Yanıt,Doğru,1.0,1709171944
2352,372,25,977,Yanıt,Doğru,1.0,1709171951
2353,372,27,977,,Doğru,0.44,1709171978
2354,372,28,977,Yanıt,Doğru,1.0,1709171999
2355,372,29,977,Yanıt,Doğru,1.0,1709171999
2356,372,30,977,,Doğru,0.14,1709172000
2357,373,21,979,,Doğru,0.48,1709171857
2358,373,22,979,Yanıt,Doğru,1.0,1709171912
2359,373,24,979,Yanıt,Doğru,1.0,1709171970
2360,373,25,979,,Doğru,0.4,1709171999
2361,373,26,979,,Doğru,0.49,1709172000
2362,373,27,979,Yanıt,Doğru,1.0,1709172002
2363,373,28,979,Yanıt,Doğru,1.0,1709172004
2364,373,29,979,,Doğru,0.1,1709172005
2365,373,30,979,,Doğru,0.43,1709172006
2366,374,22,981,,Doğru,0.18,1709171709
2367,374,26,981,,Doğru,0.19,1709171781
2368,374,27,981,,Doğru,0.46,1709171796
2369,374,28,981,,Doğru,0.21,1709171942
2370,374,29,981,Yanıt,Doğru,1.0,1709171954
2371,375,21,982,,Doğru,0.15,1709171712
2372,375,22,982,,Doğru,0.44,1709171730
2373,375,23,982,Yanıt,Doğru,1.0,1709171883
2374,375,24,982,,Doğru,0.21,1709171892
2375,375,27,982,,Doğru,0.01,1709171925
2376,375,28,982,,Doğru,0.05,1709171940
2377,375,29,982,,Doğru,0.14,1709171999
2378,376,21,990,,Doğru,0.26,1709171824
2379,376,22,990,Yanıt,Doğru,1.0,1709171838
2380,376,23,990,Yanıt,Doğru,1.0,1709171841
2381,376,24,990,,Doğru,0.4,1709171858
2382,376,26,990,,Doğru,0.43,1709171898
2383,376,27,990,Yanıt,Doğru,1.0,1709171923
2384,376,28,990,Yanıt,Doğru,1.0,1709171942
2385,376,30,990,Yanıt,Doğru,1.0,1709171999
2386,377,22,995,,Doğru,0.04,1709171900
2387,377,28,995,,Doğru,0.43,1709171916
2388,378,21,999,Yanıt,Doğru,1.0,1709171855
2389,378,23,999,,Doğru,0.34,1709171904
2390,378,24,999,,Doğru,0.46,1709171916
2391,378,27,999,Yanıt,Doğru,1.0,1709171970
2392,378,28,999,Yanıt,Doğru,1.0,1709171985
2393,378,29,999,Yanıt,Doğru,1.0,1709171999
2394,378,30,999,,Doğru,0.3,1709171999
2395,379,21,1010,,Doğru,0.47,1709171702
2396,379,23,1010,Yanıt,Doğru,1.0,1709171735
2397,379,24,1010,Yanıt,Doğru,1.0,1709171741
2398,379,26,1010,Yanıt,Doğru,1.0,1709171755
2399,379,27,1010,Yanıt,Doğru,1.0,1709171801
2400,379,28,1010,Yanıt,Doğru,1.0,1709171838
2401,379,29,1010,Yanıt,Doğru,1.0,1709171888
2402,379,30,1010,Yanıt,Doğru,1.0,1709171999
2403,380,21,1014,Yanıt,Doğru,1.0,1709171754
2404,380,22,1014,,Doğru,0.24,1709171801
2405,380,23,1014,,Doğru,0.3,1709171855
2406,380,25,1014,,Doğru,0.09,1709171890
2407,380,27,1014,,Doğru,0.07,1709171924
2408,381,21,1017,,Doğru,0.16,1709171805
2409,381,23,1017,Yanıt,Doğru,1.0,1709171818
2410,381,24,1017,Yanıt,Doğru,1.0,1709171846
2411,381,25,1017,Yanıt,Doğru,1.0,1709171856
2412,381,26,1017,,Doğru,0.02,1709171881
2413,381,27,1017,,Doğru,0.28,1709171913
2414,381,28,1017,,Doğru,0.35,1709171925
2415,381,30,1017,Yanıt,Doğru,1.0,1709171997
2416,382,21,1027,Yanıt,Doğru,1.0,1709171835
2417,382,22,1027,,Doğru,0.0,1709171877
2418,382,23,1027,,Doğru,0.22,1709171919
2419,382,24,1027,,Doğru,0.1,1709171961
2420,382,28,1027,,Doğru,0.35,1709171979
2421,383,22,1039,,Doğru,0.08,1709171822
2422,383,23,1039,Yanıt,Doğru,1.0,1709171847
2423,383,24,1039,,Doğru,0.14,1709171853
2424,383,25,1039,Yanıt,Doğru,1.0,1709171928
2425,383,28,1039,Yanıt,Doğru,1.0,1709171936
2426,383,29,1039,Yanıt,Doğru,1.0,1709171973
2427,383,30,1039,Yanıt,Doğru,1.0,1709171997
2428,384,21,1044,,Doğru,0.04,1709171802
2429,384,22,1044,,Doğru,0.3,1709171838
2430,384,23,1044,,Doğru,0.09,1709171904
2431,384,25,1044,Yanıt,Doğru,1.0,1709171913
2432,384,26,1044,,Doğru,0.48,1709171917
2433,384,27,1044,,Doğru,0.03,1709171970
2434,384,28,1044,,Doğru,0.19,1709171998
2435,384,29,1044,,Doğru,0.22,1709172000
2436,384,30,1044,,Doğru,0.0,1709172002
2437,385,22,1048,Yanıt,Doğru,1.0,1709171857
2438,385,23,1048,Yanıt,Doğru,1.0,1709171877
2439,385,24,1048,,Doğru,0.45,1709171901
2440,385,25,1048,Yanıt,Doğru,1.0,1709171932
2441,385,26,1048,,Doğru,0.08,1709171999
2442,385,27,1048,,Doğru,0.31,1709172000
2443,385,30,1048,,Doğru,0.39,1709172003
2444,386,21,1051,Yanıt,Doğru,1.0,1709171722
2445,386,25,1051,Yanıt,Doğru,1.0,1709171730
2446,386,26,1051,,Doğru,0.32,1709171788
2447,386,27,1051,Yanıt,Doğru,1.0,1709171800
2448,386,28,1051,,Doğru,0.42,1709171833
2449,386,30,1051,,Doğru,0.38,1709171837
2450,387,22,1057,Yanıt,Doğru,1.0,1709171835
2451,387,23,1057,,Doğru,0.26,1709171850
2452,387,29,1057,,Doğru,0.18,1709171891
2453,388,21,1068,,Doğru,0.12,1709171927
2454,388,22,1068,,Doğru,0.38,1709171968
2455,388,23,1068,,Doğru,0.25,1709171973
2456,388,24,1068,Yanıt,Doğru,1.0,1709171985
2457,388,25,1068,,Doğru,0.22,1709171997
2458,388,27,1068,,Doğru,0.47,1709172000
2459,388,30,1068,,Doğru,0.42,1709172001
2460,389,21,1071,,Doğru,0.18,1709171790
2461,389,22,1071,,Doğru,0.12,1709171821
2462,389,23,1071,,Doğru,0.26,1709171834
2463,389,24,1071,,Doğru,0.49,1709171864
2464,389,25,1071,,Doğru,0.26,1709171910
2465,389,28,1071,Yanıt,Doğru,1.0,1709171956
2466,390,21,1075,Yanıt,Doğru,1.0,1709171707
2467,390,22,1075,,Doğru,0.17,1709171772
2468,390,24,1075,,Doğru,0.01,1709171914
2469,390,26,1075,Yanıt,Doğru,1.0,1709171945
2470,391,23,1079,Yanıt,Doğru,1.0,1709171850
2471,391,24,1079,Yanıt,Doğru,1.0,1709171876
2472,391,27,1079,Yanıt,Doğru,1.0,1709171925
2473,391,28,1079,Yanıt,Doğru,1.0,1709171929
2474,391,29,1079,Yanıt,Doğru,1.0,1709171936
2475,392,21,1083,,Doğru,0.08,1709171822
2476,392,22,1083,,Doğru,0.33,1709171864
2477,392,23,1083,,Doğru,0.48,1709171901
2478,392,27,1083,,Doğru,0.47,1709171976
2479,392,28,1083,Yanıt,Doğru,1.0,1709171982
2480,393,22,1086,Yanıt,Doğru,1.0,1709171934
2481,393,24,1086,Yanıt,Doğru,1.0,1709171953
2482,393,26,1086,Yanıt,Doğru,1.0,1709171973
2483,393,28,1086,,Doğru,0.08,1709171985
2484,393,29,1086,,Doğru,0.47,1709171996
2485,393,30,1086,Yanıt,Doğru,1.0,1709171999
2486,394,21,1087,,Doğru,0.4,1709171797
2487,394,22,1087,Yanıt,Doğru,1.0,1709171824
2488,394,23,1087,Yanıt,Doğru,1.0,1709171829
2489,394,24,1087,,Doğru,0.21,1709171870
2490,394,25,1087,,Doğru,0.28,1709171999
2491,394,26,1087,Yanıt,Doğru,1.0,1709172000
2492,394,27,1087,Yanıt,Doğru,1.0,1709172002
2493,394,28,1087,,Doğru,0.48,1709172004
2494,394,29,1087,Yanıt,Doğru,1.0,1709172006
2495,395,23,1099,,Doğru,0.27,1709171916
2496,395,24,1099,,Doğru,0.49,1709171925
2497,395,25,1099,,Doğru,0.22,1709171950
2498,395,26,1099,Yanıt,Doğru,1.0,1709171958
2499,395,29,1099,,Doğru,0.08,1709171968
2500,396,21,1104,,Doğru,0.01,1709171884
2501,396,22,1104,,Doğru,0.04,1709171900
2502,396,23,1104,Yanıt,Doğru,1.0,1709171922
2503,396,26,1104,Yanıt,Doğru,1.0,1709171931
2504,396,27,1104,Yanıt,Doğru,1.0,1709171944
2505,396,28,1104,,Doğru,0.43,1709171985
2506,397,21,1113,Yanıt,Doğru,1.0,1709171816
2507,397,22,1113,,Doğru,0.24,1709171873
2508,397,23,1113,Yanıt,Doğru,1.0,1709171901
2509,397,24,1113,,Doğru,0.38,1709171909
2510,397,25,1113,,Doğru,0.18,1709171997
2511,397,26,1113,Yanıt,Doğru,1.0,1709172000
2512,397,27,1113,Yanıt,Doğru,1.0,1709172001
2513,397,28,1113,,Doğru,0.06,1709172004
2514,397,29,1113,,Doğru,0.48,1709172005
2515,397,30,1113,,Doğru,0.19,1709172006
2516,398,21,1118,,Doğru,0.17,1709171899
2517,398,22,1118,Yanıt,Doğru,1.0,1709171903
2518,398,23,1118,,Doğru,0.37,1709171934
2519,398,25,1118,,Doğru,0.3,1709171947
2520,398,27,1118,Yanıt,Doğru,1.0,1709171952
2521,399,22,1128,Yanıt,Doğru,1.0,1709171920
2522,399,23,1128,Yanıt,Doğru,1.0,1709171931
2523,399,25,1128,Yanıt,Doğru,1.0,1709171937
2524,399,26,1128,,Doğru,0.07,1709171942
2525,399,27,1128,Yanıt,Doğru,1.0,1709171962
2526,399,28,1128,Yanıt,Doğru,1.0,1709171971
2527,399,29,1128,,Doğru,0.02,1709171979
2528,400,22,1129,Yanıt,Doğru,1.0,1709171845
2529,400,23,1129,Yanıt,Doğru,1.0,1709171854
2530,400,24,1129,,Doğru,0.06,1709171884
2531,400,26,1129,,Doğru,0.16,1709171896
2532,400,27,1129,Yanıt,Doğru,1.0,1709171901
2533,400,30,1129,Yanıt,Doğru,1.0,1709171923
2534,401,21,1134,Yanıt,Doğru,1.0,1709171900
2535,401,25,1134,,Doğru,0.16,1709171905
2536,401,26,1134,,Doğru,0.29,1709171914
2537,401,29,1134,,Doğru,0.45,1709171923
2538,401,30,1134,Yanıt,Doğru,1.0,1709171927
2539,402,21,1144,,Doğru,0.4,1709171830
2540,402,22,1144,,Doğru,0.46,1709171838
2541,402,23,1144,Yanıt,Doğru,1.0,1709171847
2542,402,24,1144,,Doğru,0.18,1709171858
2543,402,26,1144,Yanıt,Doğru,1.0,1709171878
2544,402,27,1144,Yanıt,Doğru,1.0,1709171907
2545,402,28,1144,,Doğru,0.3,1709171971
2546,402,29,1144,,Doğru,0.44,1709171999
2547,402,30,1144,,Doğru,0.34,1709172001
2548,403,21,1188,Yanıt,Doğru,1.0,1709171935
2549,403,22,1188,,Doğru,0.09,1709171939
2550,403,24,1188,,Doğru,0.15,1709171969
2551,403,25,1188,,Doğru,0.07,1709171971
2552,403,28,1188,,Doğru,0.31,1709171979
2553,403,29,1188,Yanıt,Doğru,1.0,1709171984
2554,404,21,1190,Yanıt,Doğru,1.0,1709171783
2555,404,22,1190,Yanıt,Doğru,1.0,1709171810
2556,404,23,1190,,Doğru,0.27,1709171835
2557,404,25,1190,Yanıt,Doğru,1.0,1709171908
2558,404,26,1190,,Doğru,0.16,1709171924
2559,404,27,1190,Yanıt,Doğru,1.0,1709171999
2560,404,28,1190,Yanıt,Doğru,1.0,1709172001
2561,404,29,1190,Yanıt,Doğru,1.0,1709172003
2562,404,30,1190,Yanıt,Doğru,1.0,1709172004
2563,405,22,1194,Yanıt,Doğru,1.0,1709171771
2564,405,24,1194,,Doğru,0.0,1709171807
2565,405,26,1194,,Doğru,0.43,1709171817
2566,405,27,1194,Yanıt,Doğru,1.0,1709171881
2567,405,28,1194,,Doğru,0.42,1709171933
2568,405,30,1194,,Doğru,0.16,1709171979
2569,406,21,1200,Yanıt,Doğru,1.0,1709171882
2570,406,22,1200,Yanıt,Doğru,1.0,1709171892
2571,406,25,1200,,Doğru,0.22,1709171922
2572,406,26,1200,Yanıt,Doğru,1.0,1709171962
2573,406,27,1200,,Doğru,0.25,1709171988
2574,406,28,1200,,Doğru,0.29,1709171999
2575,406,29,1200,Yanıt,Doğru,1.0,1709171999
2576,406,30,1200,,Doğru,0.11,1709172002
2577,407,24,1207,,Doğru,0.13,1709171859
2578,407,25,1207,Yanıt,Doğru,1.0,1709171912
2579,407,26,1207,,Doğru,0.39,1709171970
2580,407,27,1207,Yanıt,Doğru,1.0,1709171999
2581,407,28,1207,,Doğru,0.39,1709172000
2582,408,21,1212,Yanıt,Doğru,1.0,1709171901
2583,408,22,1212,Yanıt,Doğru,1.0,1709171926
2584,408,24,1212,Yanıt,Doğru,1.0,1709171934
2585,408,25,1212,,Doğru,0.21,1709171946
2586,408,26,1212,,Doğru,0.34,1709171955
2587,408,29,1212,Yanıt,Doğru,1.0,1709171965
2588,408,30,1212,,Doğru,0.17,1709171993
2589,409,22,1223,,Doğru,0.36,1709171794
2590,409,23,1223,,Doğru,0.37,1709171803
2591,409,25,1223,,Doğru,0.46,1709171840
2592,409,26,1223,,Doğru,0.17,1709171871
2593,409,27,1223,Yanıt,Doğru,1.0,1709171878
2594,409,28,1223,,Doğru,0.06,1709171888
2595,410,22,1229,,Doğru,0.03,1709171770
2596,410,28,1229,,Doğru,0.09,1709171781
2597,411,21,1238,Yanıt,Doğru,1.0,1709171847
2598,411,22,1238,,Doğru,0.02,1709171920
2599,411,23,1238,Yanıt,Doğru,1.0,1709171928
2600,411,24,1238,Yanıt,Doğru,1.0,1709171948
2601,411,25,1238,Yanıt,Doğru,1.0,1709171985
2602,411,27,1238,Yanıt,Doğru,1.0,1709171992
2603,411,29,1238,,Doğru,0.23,1709171999
2604,411,30,1238,Yanıt,Doğru,1.0,1709171999
2605,412,24,1241,,Doğru,0.17,1709171765
2606,412,25,1241,,Doğru,0.01,1709171781
2607,413,21,1250,Yanıt,Doğru,1.0,1709171893
2608,413,23,1250,Yanıt,Doğru,1.0,1709171941
2609,413,25,1250,,Doğru,0.1,1709171964
2610,413,26,1250,Yanıt,Doğru,1.0,1709171999
2611,413,27,1250,Yanıt,Doğru,1.0,1709171999
2612,413,30,1250,,Doğru,0.26,1709171999
2613,414,21,1258,Yanıt,Doğru,1.0,1709171809
2614,414,22,1258,Yanıt,Doğru,1.0,1709171846
2615,414,23,1258,Yanıt,Doğru,1.0,1709171851
2616,414,25,1258,Yanıt,Doğru,1.0,1709171879
2617,414,26,1258,Yanıt,Doğru,1.0,1709171893
2618,414,27,1258,,Doğru,0.44,1709171951
2619,414,28,1258,,Doğru,0.31,1709171999
2620,414,29,1258,,Doğru,0.19,1709172001
2621,414,30,1258,,Doğru,0.16,1709172003
2622,415,22,1264,,Doğru,0.05,1709171896
2623,415,23,1264,,Doğru,0.28,1709171929
2624,415,24,1264,,Doğru,0.02,1709171955
2625,415,25,1264,,Doğru,0.31,1709171977
2626,415,27,1264,Yanıt,Doğru,1.0,1709171981
2627,416,21,1266,,Doğru,0.23,1709171825
2628,416,23,1266,,Doğru,0.12,1709171851
2629,416,26,1266,,Doğru,0.45,1709171857
2630,416,30,1266,,Doğru,0.18,1709171870
2631,417,23,1310,Yanıt,Doğru,1.0,1709171766
2632,417,24,1310,Yanıt,Doğru,1.0,1709171796
2633,417,26,1310,,Doğru,0.2,1709171802
2634,417,28,1310,,Doğru,0.31,1709171842
2635,417,29,1310,,Doğru,0.48,1709171895
2636,417,30,1310,,Doğru,0.49,1709171913
2637,418,21,1312,,Doğru,0.33,1709171917
2638,418,25,1312,,Doğru,0.31,1709171920
2639,418,27,1312,,Doğru,0.36,1709171932
2640,418,29,1312,,Doğru,0.34,1709171936
2641,419,21,1331,Yanıt,Doğru,1.0,1709171770
2642,419,22,1331,Yanıt,Doğru,1.0,1709171818
2643,419,23,1331,,Doğru,0.47,1709171826
2644,419,24,1331,Yanıt,Doğru,1.0,1709171864
2645,419,27,1331,Yanıt,Doğru,1.0,1709171918
2646,419,28,1331,Yanıt,Doğru,1.0,1709171999
2647,419,29,1331,,Doğru,0.02,1709172000
2648,419,30,1331,Yanıt,Doğru,1.0,1709172003
2649,420,24,1336,Yanıt,Doğru,1.0,1709171899
2650,420,25,1336,,Doğru,0.48,1709171907
2651,420,26,1336,,Doğru,0.17,1709171910
2652,420,27,1336,,Doğru,0.01,1709171940
2653,420,28,1336,Yanıt,Doğru,1.0,1709171954
2654,420,29,1336,,Doğru,0.1,1709171977
2655,420,30,1336,,Doğru,0.46,1709171999
2656,421,21,1339,,Doğru,0.33,1709171822
2657,421,22,1339,,Doğru,0.38,1709171859
2658,421,24,1339,,Doğru,0.46,1709171899
2659,421,26,1339,,Doğru,0.33,1709171904
2660,421,28,1339,,Doğru,0.02,1709171941
2661,421,29,1339,,Doğru,0.46,1709171994
2662,421,30,1339,,Doğru,0.17,1709171999
2663,422,21,1342,,Doğru,0.03,1709171804
2664,422,22,1342,Yanıt,Doğru,1.0,1709171836
2665,422,23,1342,,Doğru,0.22,1709171909
2666,422,24,1342,Yanıt,Doğru,1.0,1709171943
2667,422,27,1342,,Doğru,0.3,1709171960
2668,422,29,1342,,Doğru,0.03,1709171975
2669,422,30,1342,,Doğru,0.24,1709171999
2670,423,21,1347,,Doğru,0.09,1709171878
2671,423,22,1347,Yanıt,Doğru,1.0,1709171911
2672,423,24,1347,Yanıt,Doğru,1.0,1709171917
2673,423,25,1347,,Doğru,0.28,1709171926
2674,423,26,1347,Yanıt,Doğru,1.0,1709171948
2675,423,27,1347,Yanıt,Doğru,1.0,1709171996
2676,423,28,1347,,Doğru,0.28,1709171999
2677,423,30,1347,Yanıt,Doğru,1.0,1709172001
2678,424,22,1351,,Doğru,0.16,1709171906
2679,424,23,1351,,Doğru,0.19,1709171953
2680,424,24,1351,Yanıt,Doğru,1.0,1709171963
2681,424,25,1351,,Doğru,0.49,1709171976
2682,424,26,1351,,Doğru,0.11,1709171999
2683,424,27,1351,,Doğru,0.27,1709172002
2684,424,28,1351,Yanıt,Doğru,1.0,1709172004
2685,424,29,1351,Yanıt,Doğru,1.0,1709172006
2686,425,21,1355,Yanıt,Doğru,1.0,1709171720
2687,425,22,1355,,Doğru,0.25,1709171823
2688,425,23,1355,Yanıt,Doğru,1.0,1709171868
2689,425,25,1355,,Doğru,0.33,1709171885
2690,425,30,1355,,Doğru,0.25,1709171904
2691,426,21,1372,Yanıt,Doğru,1.0,1709171922
2692,426,23,1372,,Doğru,0.27,1709171929
2693,426,28,1372,Yanıt,Doğru,1.0,1709171932
2694,427,21,1377,Yanıt,Doğru,1.0,1709171938
2695,427,22,1377,Yanıt,Doğru,1.0,1709171942
2696,427,24,1377,Yanıt,Doğru,1.0,1709171946
2697,427,25,1377,Yanıt,Doğru,1.0,1709171954
2698,427,27,1377,,Doğru,0.22,1709171974
2699,427,28,1377,Yanıt,Doğru,1.0,1709171976
2700,427,29,1377,,Doğru,0.34,1709171985
2701,427,30,1377,,Doğru,0.48,1709171999
2702,428,26,1378,Yanıt,Doğru,1.0,1709171864
2703,428,27,1378,,Doğru,0.28,1709171902
2704,428,28,1378,,Doğru,0.09,1709171942
2705,428,29,1378,,Doğru,0.28,1709171957
2706,428,30,1378,,Doğru,0.09,1709171971
2707,429,21,1387,,Doğru,0.14,1709171722
2708,429,26,1387,,Doğru,0.49,1709171799
2709,429,27,1387,Yanıt,Doğru,1.0,1709171846
2710,429,28,1387,,Doğru,0.07,1709171999
2711,430,21,1398,,Doğru,0.35,1709171828
2712,430,24,1398,,Doğru,0.33,1709171848
2713,430,27,1398,Yanıt,Doğru,1.0,1709171889
2714,430,28,1398,,Doğru,0.1,1709171918
2715,430,29,1398,,Doğru,0.48,1709171999
2716,431,22,1412,,Doğru,0.03,1709171728
2717,431,24,1412,,Doğru,0.2,1709171761
2718,431,25,1412,,Doğru,0.08,1709171772
2719,431,26,1412,,Doğru,0.37,1709171792
2720,431,27,1412,Yanıt,Doğru,1.0,1709171845
2721,431,29,1412,,Doğru,0.27,1709171899
2722,431,30,1412,Yanıt,Doğru,1.0,1709171903
2723,432,21,1413,,Doğru,0.12,1709171760
2724,432,24,1413,Yanıt,Doğru,1.0,1709171807
2725,432,25,1413,,Doğru,0.37,1709171828
2726,432,26,1413,Yanıt,Doğru,1.0,1709171871
2727,432,27,1413,,Doğru,0.39,1709171883
2728,432,28,1413,,Doğru,0.34,1709171968
2729,432,29,1413,,Doğru,0.41,1709171999
2730,432,30,1413,Yanıt,Doğru,1.0,1709172000
2731,433,25,1420,,Doğru,0.23,1709171766
2732,433,28,1420,,Doğru,0.48,1709171784
2733,433,29,1420,,Doğru,0.23,1709171852
2734,433,30,1420,Yanıt,Doğru,1.0,1709171908
2735,434,21,1430,Yanıt,Doğru,1.0,1709171789
2736,434,22,1430,Yanıt,Doğru,1.0,1709171817
2737,434,23,1430,Yanıt,Doğru,1.0,1709171868
2738,434,24,1430,Yanıt,Doğru,1.0,1709171883
2739,434,25,1430,Yanıt,Doğru,1.0,1709171948
2740,434,26,1430,,Doğru,0.33,1709171981
2741,434,27,1430,Yanıt,Doğru,1.0,1709171999
2742,434,28,1430,Yanıt,Doğru,1.0,1709172001
2743,434,29,1430,Yanıt,Doğru,1.0,1709172002
2744,435,21,1432,,Doğru,0.01,1709171808
2745,435,22,1432,Yanıt,Doğru,1.0,1709171829
2746,435,23,1432,Yanıt,Doğru,1.0,1709171846
2747,435,24,1432,,Doğru,0.09,1709171859
2748,435,25,1432,Yanıt,Doğru,1.0,1709171938
2749,435,26,1432,Yanıt,Doğru,1.0,1709171969
2750,435,28,1432,Yanıt,Doğru,1.0,1709171989
2751,436,22,1439,Yanıt,Doğru,1.0,1709171789
2752,436,23,1439,,Doğru,0.22,1709171817
2753,436,24,1439,,Doğru,0.27,1709171874
2754,436,27,1439,Yanıt,Doğru,1.0,1709171928
2755,436,28,1439,Yanıt,Doğru,1.0,1709171999
2756,436,29,1439,Yanıt,Doğru,1.0,1709172000
2757,436,30,1439,Yanıt,Doğru,1.0,1709172000
2758,437,23,1440,,Doğru,0.31,1709171764
2759,437,24,1440,Yanıt,Doğru,1.0,1709171774
2760,437,26,1440,,Doğru,0.27,1709171786
2761,437,29,1440,Yanıt,Doğru,1.0,1709171978
2762,438,21,1451,Yanıt,Doğru,1.0,1709171933
2763,438,22,1451,Yanıt,Doğru,1.0,1709171960
2764,438,23,1451,,Doğru,0.02,1709171967
2765,438,24,1451,Yanıt,Doğru,1.0,1709171969
2766,438,26,1451,,Doğru,0.2,1709171976
2767,438,30,1451,,Doğru,0.46,1709171999
2768,439,22,1465,Yanıt,Doğru,1.0,1709171737
2769,439,27,1465,,Doğru,0.35,1709171749
2770,439,28,1465,,Doğru,0.14,1709171804
2771,439,29,1465,Yanıt,Doğru,1.0,1709171880
2772,439,30,1465,,Doğru,0.02,1709171928
2773,440,22,1466,Yanıt,Doğru,1.0,1709171815
2774,440,23,1466,Yanıt,Doğru,1.0,1709171835
2775,440,25,1466,Yanıt,Doğru,1.0,1709171869
2776,440,26,1466,Yanıt,Doğru,1.0,1709171922
2777,440,28,1466,Yanıt,Doğru,1.0,1709171949
2778,440,29,1466,Yanıt,Doğru,1.0,1709171999
2779,441,22,1469,,Doğru,0.13,1709171886
2780,441,23,1469,Yanıt,Doğru,1.0,1709171896
2781,441,24,1469,Yanıt,Doğru,1.0,1709171941
2782,441,25,1469,,Doğru,0.5,1709171961
2783,441,26,1469,,Doğru,0.47,1709171993
2784,441,28,1469,,Doğru,0.07,1709171999
2785,441,29,1469,Yanıt,Doğru,1.0,1709172002
2786,441,30,1469,Yanıt,Doğru,1.0,1709172004
2787,442,21,1492,,Doğru,0.34,1709171741
2788,442,23,1492,Yanıt,Doğru,1.0,1709171745
2789,442,24,1492,,Doğru,0.05,1709171770
2790,442,25,1492,Yanıt,Doğru,1.0,1709171831
2791,442,26,1492,,Doğru,0.32,1709171924
2792,442,27,1492,Yanıt,Doğru,1.0,1709171962
2793,442,28,1492,,Doğru,0.07,1709171999
2794,442,30,1492,,Doğru,0.31,1709172000
2795,443,21,1495,,Doğru,0.3,1709171769
2796,443,22,1495,,Doğru,0.27,1709171775
2797,443,23,1495,Yanıt,Doğru,1.0,1709171811
2798,443,24,1495,,Doğru,0.36,1709171834
2799,443,25,1495,Yanıt,Doğru,1.0,1709171917
2800,443,26,1495,Yanıt,Doğru,1.0,1709171936
2801,443,28,1495,,Doğru,0.4,1709171999
2802,443,29,1495,,Doğru,0.18,1709172001
2803,443,30,1495,Yanıt,Doğru,1.0,1709172003
2804,444,23,1515,,Doğru,0.17,1709171929
2805,444,24,1515,Yanıt,Doğru,1.0,1709171937
2806,444,28,1515,Yanıt,Doğru,1.0,1709171962
2807,445,21,1543,,Doğru,0.14,1709171845
2808,445,23,1543,Yanıt,Doğru,1.0,1709171861
2809,445,24,1543,Yanıt,Doğru,1.0,1709171883
2810,445,25,1543,Yanıt,Doğru,1.0,1709171947
2811,445,26,1543,Yanıt,Doğru,1.0,1709171996
2812,445,27,1543,Yanıt,Doğru,1.0,1709171999
2813,445,28,1543,,Doğru,0.12,1709171999
